osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,junction,bridge
558378721,False,,Chessel Street,unclassified,False,28.989,"LINESTRING (-2.6077305 51.4371207, -2.607459 51.4369224)",20 mph,,,
558378721,False,,Chessel Street,unclassified,True,58.953,"LINESTRING (-2.6077305 51.4371207, -2.60829 51.43752)",20 mph,,,
154520462,False,,Ruby Street,residential,False,108.108,"LINESTRING (-2.61004 51.4372901, -2.6087938 51.4378747)",,,,
154520460,False,,Pearl Street,residential,False,112.561,"LINESTRING (-2.6106093 51.4376249, -2.6093142 51.4382356)",20 mph,,,
154520459,False,,Jasper Street,residential,True,124.131,"LINESTRING (-2.6062933 51.4377867, -2.6077305 51.4371207)",,,,
154518410,False,,Chessel Street,unclassified,False,52.679,"LINESTRING (-2.6087938 51.4378747, -2.60829 51.43752)",,,,
154518410,False,,Chessel Street,unclassified,True,53.959,"LINESTRING (-2.6087938 51.4378747, -2.6093142 51.4382356)",,,,
154520462,False,,Ruby Street,residential,False,200.851,"LINESTRING (-2.6087938 51.4378747, -2.606468 51.4389521)",,,,
154520462,False,,Ruby Street,residential,True,108.108,"LINESTRING (-2.6087938 51.4378747, -2.61004 51.4372901)",,,,
154518410,False,,Chessel Street,unclassified,False,53.959,"LINESTRING (-2.6093142 51.4382356, -2.6087938 51.4378747)",,,,
154520460,False,,Pearl Street,residential,False,75.424,"LINESTRING (-2.6093142 51.4382356, -2.6084425 51.4386416)",20 mph,,,
154520460,False,,Pearl Street,residential,True,112.561,"LINESTRING (-2.6093142 51.4382356, -2.6106093 51.4376249)",20 mph,,,
154518410,False,,Chessel Street,unclassified,True,66.48400000000001,"LINESTRING (-2.6093142 51.4382356, -2.6096748 51.4384934, -2.6099058 51.4387049)",,,,
154520460,False,,Pearl Street,residential,False,54.923,"LINESTRING (-2.6084425 51.4386416, -2.6078034 51.4389336)",20 mph,,,
154520460,False,,Pearl Street,residential,True,75.424,"LINESTRING (-2.6084425 51.4386416, -2.6093142 51.4382356)",20 mph,,,
7984553,False,,The Nursery,residential,False,93.56700000000001,"LINESTRING (-2.6084425 51.4386416, -2.6090125 51.4391363, -2.6092301 51.439325)",,,,
154520460,False,,Pearl Street,residential,True,72.621,"LINESTRING (-2.6069586 51.4393199, -2.6078034 51.4389336)",20 mph,,,
154553825,False,,South Street,unclassified,False,20.178,"LINESTRING (-2.6069586 51.4393199, -2.6067666 51.4391835)",20 mph,,,
154553825,False,,South Street,unclassified,True,37.614,"LINESTRING (-2.6069586 51.4393199, -2.6071335 51.4394502, -2.6072727 51.4395945)",20 mph,,,
7984553,False,,The Nursery,residential,True,9.908,"LINESTRING (-2.6093132 51.4393975, -2.6092529 51.439345, -2.6092301 51.439325)",,,,
4515080,False,,Garnet Street,residential,False,55.513999999999996,"LINESTRING (-2.6096091 51.4367161, -2.6098339 51.4365404, -2.6101374 51.4363415)",,,,
4515080,False,,Garnet Street,residential,True,48.632999999999996,"LINESTRING (-2.6096091 51.4367161, -2.6093587 51.4369483, -2.6091812 51.4370605)",,,,
154518410,False,,Chessel Street,unclassified,False,56.234,"LINESTRING (-2.6106379 51.4393727, -2.6101747 51.4389575)",,,,
154518410,False,,Chessel Street,unclassified,True,76.102,"LINESTRING (-2.6106379 51.4393727, -2.6111985 51.4399111, -2.6112356 51.4399468)",,,,
4515080,False,,Garnet Street,residential,False,46.145,"LINESTRING (-2.6101374 51.4363415, -2.6106231 51.4360577)",,,,
4515080,False,,Garnet Street,residential,True,55.513999999999996,"LINESTRING (-2.6101374 51.4363415, -2.6098339 51.4365404, -2.6096091 51.4367161)",,,,
154676296,False,A38,West Street,trunk,True,39.932,"LINESTRING (-2.6047051 51.4370142, -2.6050916 51.4367479)",20 mph,,,
154553824,False,,Rowley Street,residential,True,52.847,"LINESTRING (-2.6047051 51.4370142, -2.6049148 51.4371309, -2.6049749 51.437169, -2.6051976 51.4373728)",,,,
154676296,False,A38,West Street,trunk,False,21.791,"LINESTRING (-2.6047051 51.4370142, -2.6045285 51.4371393, -2.6044974 51.4371613)",20 mph,,,
154553824,False,,Rowley Street,residential,False,52.847,"LINESTRING (-2.6051976 51.4373728, -2.6049749 51.437169, -2.6049148 51.4371309, -2.6047051 51.4370142)",,,,
154553819,False,,Beryl Road,residential,False,115.435,"LINESTRING (-2.6111155 51.4379914, -2.6099058 51.4387049)",,,,
154518410,False,,Chessel Street,unclassified,True,33.709,"LINESTRING (-2.6099058 51.4387049, -2.6101747 51.4389575)",,,,
154553819,False,,Beryl Road,residential,True,115.435,"LINESTRING (-2.6099058 51.4387049, -2.6111155 51.4379914)",,,,
154518410,False,,Chessel Street,unclassified,False,66.48400000000001,"LINESTRING (-2.6099058 51.4387049, -2.6096748 51.4384934, -2.6093142 51.4382356)",,,,
154520460,False,,Pearl Street,residential,False,72.621,"LINESTRING (-2.6078034 51.4389336, -2.6069586 51.4393199)",20 mph,,,
154520460,False,,Pearl Street,residential,True,54.923,"LINESTRING (-2.6078034 51.4389336, -2.6084425 51.4386416)",20 mph,,,
154553827,False,,Agate Street,residential,False,43.214,"LINESTRING (-2.6078034 51.4389336, -2.608169 51.4392484)",,,,
154518410,False,,Chessel Street,unclassified,False,33.709,"LINESTRING (-2.6101747 51.4389575, -2.6099058 51.4387049)",,,,
154518410,False,,Chessel Street,unclassified,True,56.234,"LINESTRING (-2.6101747 51.4389575, -2.6106379 51.4393727)",,,,
154553825,False,,South Street,unclassified,False,33.022,"LINESTRING (-2.6067666 51.4391835, -2.606468 51.4389521)",20 mph,,,
154553825,False,,South Street,unclassified,True,20.178,"LINESTRING (-2.6067666 51.4391835, -2.6069586 51.4393199)",20 mph,,,
154553822,False,,Gladstone Street,residential,False,101.59,"LINESTRING (-2.6067666 51.4391835, -2.6058302 51.4395973, -2.605573 51.4397137)",20 mph,,,
154553822,False,,Gladstone Street,residential,True,43.842,"LINESTRING (-2.6050681 51.4399512, -2.605573 51.4397137)",20 mph,,,
154676292,False,,Sion Road,residential,False,113.29100000000001,"LINESTRING (-2.6050681 51.4399512, -2.6045867 51.4395728, -2.6044722 51.4394833, -2.6040638 51.4392146, -2.6040121 51.4391747)",20 mph,,,
154676292,False,,Sion Road,residential,True,79.809,"LINESTRING (-2.6050681 51.4399512, -2.6054682 51.4402637, -2.6055486 51.440342, -2.6057497 51.4405288)",20 mph,,,
154512898,False,B3120,North Street,secondary,False,65.618,"LINESTRING (-2.608268 51.4401739, -2.6086845 51.440197, -2.609211 51.4402261)",20 mph,,,
154512898,False,B3120,North Street,secondary,True,33.699999999999996,"LINESTRING (-2.608268 51.4401739, -2.6082122 51.4401719, -2.6079592 51.4401738, -2.6077826 51.4401836)",20 mph,,,
154512898,False,B3120,North Street,secondary,True,11.032,"LINESTRING (-2.6077826 51.4401836, -2.6076274 51.4402056)",20 mph,,,
154512898,False,B3120,North Street,secondary,False,33.7,"LINESTRING (-2.6077826 51.4401836, -2.6079592 51.4401738, -2.6082122 51.4401719, -2.608268 51.4401739)",20 mph,,,
154553825,False,,South Street,unclassified,False,74.64500000000001,"LINESTRING (-2.6077826 51.4401836, -2.607738 51.4400953, -2.6076051 51.4399523, -2.6072727 51.4395945)",20 mph,,,
154512898,False,B3120,North Street,secondary,False,1.841,"LINESTRING (-2.609211 51.4402261, -2.6092374 51.4402279)",20 mph,,,
154512898,False,B3120,North Street,secondary,True,65.618,"LINESTRING (-2.609211 51.4402261, -2.6086845 51.440197, -2.608268 51.4401739)",20 mph,,,
620406075,False,,Upper Sydney Street,residential,True,57.41,"LINESTRING (-2.609211 51.4402261, -2.6092029 51.4402656, -2.6090938 51.4407372)",20 mph,,,
154512898,False,B3120,North Street,secondary,True,1.841,"LINESTRING (-2.6092374 51.4402279, -2.609211 51.4402261)",20 mph,,,
154512898,False,B3120,North Street,secondary,False,57.468999999999994,"LINESTRING (-2.6092374 51.4402279, -2.6095399 51.4402509, -2.6099019 51.4402875, -2.610056 51.4403083)",20 mph,,,
154553827,False,,Agate Street,residential,True,68.17,"LINESTRING (-2.6092374 51.4402279, -2.6092401 51.4401793, -2.6092288 51.440156, -2.6087205 51.4397186)",,,,
4435555,True,A38,Parson Street,trunk,False,9.402,"LINESTRING (-2.6081337 51.4336108, -2.608027 51.4335586)",,,,
154676298,True,A38,West Street,trunk,False,28.118,"LINESTRING (-2.6081986 51.4338548, -2.6082026 51.4337392, -2.6081916 51.4336944, -2.6081815 51.4336657, -2.6081594 51.4336371, -2.6081337 51.4336108)",,3,,
"[578649266, 578649348]",False,A38,West Street,trunk,False,127.89200000000001,"LINESTRING (-2.6081986 51.4338548, -2.608117 51.4340151, -2.6080811 51.4340915, -2.6079467 51.4344613, -2.6079194 51.4345364, -2.6078116 51.4348053, -2.6077453 51.4349692)","['20 mph', '30 mph']",,,
154676296,False,A38,West Street,trunk,False,15.453,"LINESTRING (-2.6057767 51.4363299, -2.6056125 51.4364239)",20 mph,,,
154676289,True,,Ireton Road,residential,False,69.864,"LINESTRING (-2.6057767 51.4363299, -2.6061011 51.436601, -2.6063411 51.4368016, -2.6063598 51.4368397)",,,,
154676296,False,A38,West Street,trunk,True,54.278,"LINESTRING (-2.6057767 51.4363299, -2.6060892 51.4361372, -2.6061978 51.4360674, -2.6063345 51.4359874)",20 mph,,,
154676286,False,,British Road,residential,False,57.465,"LINESTRING (-2.6071615 51.4367081, -2.6063598 51.4368397)",,,,
558378721,False,,Chessel Street,unclassified,False,21.39,"LINESTRING (-2.6071615 51.4367081, -2.6069857 51.43655)",20 mph,,,
558378721,False,,Chessel Street,unclassified,True,31.514,"LINESTRING (-2.6071615 51.4367081, -2.6074284 51.4369, -2.607459 51.4369224)",20 mph,,,
154676286,False,,British Road,residential,True,57.465,"LINESTRING (-2.6063598 51.4368397, -2.6071615 51.4367081)",,,,
154676286,False,,British Road,residential,False,50.478,"LINESTRING (-2.6063598 51.4368397, -2.6062895 51.4368593, -2.6062457 51.4368797, -2.6058796 51.4371733)",,,,
154676296,False,A38,West Street,trunk,False,10.687,"LINESTRING (-2.6044974 51.4371613, -2.6043933 51.4372322)",20 mph,,,
154676296,False,A38,West Street,trunk,True,21.791,"LINESTRING (-2.6044974 51.4371613, -2.6045285 51.4371393, -2.6047051 51.4370142)",20 mph,,,
154676286,False,,British Road,residential,False,82.59,"LINESTRING (-2.6058796 51.4371733, -2.6051718 51.4377708)",,,,
154676294,True,,Stanley Street North,residential,False,72.256,"LINESTRING (-2.6058796 51.4371733, -2.6050916 51.4367479)",,,,
154676286,False,,British Road,residential,True,50.478,"LINESTRING (-2.6058796 51.4371733, -2.6062457 51.4368797, -2.6062895 51.4368593, -2.6063598 51.4368397)",,,,
154676296,False,A38,West Street,trunk,False,52.934,"LINESTRING (-2.6038556 51.4376689, -2.603555 51.4379455, -2.6034925 51.4380202, -2.6034489 51.4380711)",20 mph,,,
154676296,False,A38,West Street,trunk,True,61.222,"LINESTRING (-2.6038556 51.4376689, -2.6042748 51.4373223, -2.6043933 51.4372322)",20 mph,,,
154676286,False,,British Road,residential,True,82.59,"LINESTRING (-2.6051718 51.4377708, -2.6058796 51.4371733)",,,,
154676286,False,,British Road,residential,False,12.504,"LINESTRING (-2.6051718 51.4377708, -2.6051172 51.4378268, -2.6050827 51.4378685)",,,,
154676293,True,,South Road,residential,False,82.90299999999999,"LINESTRING (-2.6051718 51.4377708, -2.6049893 51.4376672, -2.6048284 51.4375118, -2.6047189 51.4373995, -2.6044974 51.4371613)",,,,
643967001,True,,British Road,residential,False,11.933,"LINESTRING (-2.6050499 51.4379519, -2.6050217 51.4379286, -2.6050316 51.4379015, -2.6050385 51.4378826, -2.6050827 51.4378685)",,,,
643967002,False,,British Road,residential,False,7.154,"LINESTRING (-2.6050499 51.4379519, -2.6050407 51.4379822, -2.6050449 51.4380156)",,,,
643966998,False,,South Street,unclassified,True,24.134,"LINESTRING (-2.6050449 51.4380156, -2.605089 51.4380519, -2.605153 51.4380881, -2.6052881 51.4381599, -2.6052969 51.4381642)",20 mph,,,
643967002,False,,British Road,residential,True,7.154,"LINESTRING (-2.6050449 51.4380156, -2.6050407 51.4379822, -2.6050499 51.4379519)",,,,
154676287,True,,British Road,residential,False,12.929,"LINESTRING (-2.6048836 51.438074, -2.6050449 51.4380156)",,,,
154676288,True,,Clifton Street,residential,False,84.3,"LINESTRING (-2.6048836 51.438074, -2.6038556 51.4376689)",,,,
154676295,True,,Victor Road,residential,False,71.371,"LINESTRING (-2.6034489 51.4380711, -2.6039942 51.4382868, -2.6041093 51.4383415, -2.6042766 51.438448)",,,,
154676296,False,A38,West Street,trunk,False,68.334,"LINESTRING (-2.6034489 51.4380711, -2.6031773 51.4384568, -2.603155 51.4384885, -2.6030127 51.4386201)",20 mph,,,
154676296,False,A38,West Street,trunk,True,52.934,"LINESTRING (-2.6034489 51.4380711, -2.6034925 51.4380202, -2.603555 51.4379455, -2.6038556 51.4376689)",20 mph,,,
154676287,True,,British Road,residential,False,59.158,"LINESTRING (-2.6042766 51.438448, -2.6048836 51.438074)",,,,
154676296,False,A38,West Street,trunk,False,9.746,"LINESTRING (-2.6030127 51.4386201, -2.602913 51.4386819)",20 mph,,,
154676296,False,A38,West Street,trunk,True,68.334,"LINESTRING (-2.6030127 51.4386201, -2.603155 51.4384885, -2.6031773 51.4384568, -2.6034489 51.4380711)",20 mph,,,
154553825,False,,South Street,unclassified,False,13.507,"LINESTRING (-2.6061058 51.4386805, -2.6059812 51.4385871)",20 mph,,,
154553825,False,,South Street,unclassified,True,39.273,"LINESTRING (-2.6061058 51.4386805, -2.606468 51.4389521)",20 mph,,,
154676290,False,,Palmerston Street,residential,False,100.544,"LINESTRING (-2.6061058 51.4386805, -2.6053604 51.4390524, -2.605015 51.4392233, -2.604972 51.4392445)",,,,
154676291,True,,Sion Road,residential,False,48.719,"LINESTRING (-2.6035284 51.4389178, -2.6030127 51.4386201)",,,,
154676287,True,,British Road,residential,False,73.61,"LINESTRING (-2.6035284 51.4389178, -2.6041522 51.4385261, -2.6042766 51.438448)",,,,
154676290,False,,Palmerston Street,residential,True,17.269,"LINESTRING (-2.6047743 51.439339, -2.604922 51.4392692, -2.604972 51.4392445)",,,,
154676287,True,,British Road,residential,False,7.862,"LINESTRING (-2.6023801 51.4399507, -2.6024647 51.4399036)",,,,
23695003,False,,Clyde Terrace,residential,False,86.086,"LINESTRING (-2.6023801 51.4399507, -2.6030704 51.4404255, -2.6032172 51.4405226)",,,,
23695004,False,,Victoria Place,residential,False,55.551,"LINESTRING (-2.6014785 51.4405188, -2.6019625 51.440917)",,,,
154676287,True,,British Road,residential,False,30.781,"LINESTRING (-2.6014785 51.4405188, -2.6017877 51.4403201)",,,,
154676292,False,,Sion Road,residential,False,79.809,"LINESTRING (-2.6057497 51.4405288, -2.6055486 51.440342, -2.6054682 51.4402637, -2.6050681 51.4399512)",20 mph,,,
675322027,False,B3120,North Street,secondary,False,41.388000000000005,"LINESTRING (-2.6057497 51.4405288, -2.606222 51.4404262, -2.6063139 51.4404069)",20 mph,,,
675322027,False,B3120,North Street,secondary,True,4.719,"LINESTRING (-2.6057497 51.4405288, -2.6056956 51.4405409, -2.6056856 51.4405431)",20 mph,,,
203119292,True,B3122,,secondary,False,8.844999999999999,"LINESTRING (-2.597765 51.4356083, -2.5977915 51.4356028, -2.5978391 51.4356007, -2.5978894 51.4356088)",30 mph,,roundabout,
203119291,True,B3122,,secondary,False,17.15,"LINESTRING (-2.5976889 51.4357383, -2.5976752 51.4357121, -2.5976745 51.4356823, -2.5976876 51.4356551, -2.5977001 51.4356416, -2.5977265 51.4356234, -2.597765 51.4356083)",30 mph,,roundabout,
203119289,True,B3122,,secondary,False,7.321,"LINESTRING (-2.597764 51.4357832, -2.5977145 51.4357613, -2.5976889 51.4357383)",30 mph,,roundabout,
619273953,True,,Highbury Road,residential,False,13.01,"LINESTRING (-2.6026984 51.433557, -2.6026193 51.4336631)",,,,
619273954,True,,Highbury Road,residential,False,12.774000000000001,"LINESTRING (-2.6026984 51.433557, -2.6026165 51.4335812, -2.6025297 51.4336031)",,,,
203792896,False,B3122,Bedminster Road,secondary,False,3.382,"LINESTRING (-2.6027812 51.4338007, -2.602742 51.4338188)",30 mph,,,
4432344,False,B3122,Bedminster Road,secondary,True,266.133,"LINESTRING (-2.6027812 51.4338007, -2.6029847 51.433707, -2.6033077 51.433559, -2.6058704 51.4323797)",30 mph,,,
145816703,False,,Marksbury Road,residential,True,18.975,"LINESTRING (-2.6027812 51.4338007, -2.6027586 51.433782, -2.6026193 51.4336631)",20 mph,,,
194331074,False,,Dickinsons Field,residential,False,21.33,"LINESTRING (-2.5974127 51.4349449, -2.5976037 51.4350953)",,,,
4426989,False,,Dickinsons Fields,residential,False,13.832999999999998,"LINESTRING (-2.5977618 51.4350194, -2.5977018 51.4350479, -2.5976037 51.4350953)",,,,
194331074,False,,Dickinsons Field,residential,True,21.33,"LINESTRING (-2.5976037 51.4350953, -2.5974127 51.4349449)",,,,
4426989,False,,Dickinsons Fields,residential,False,61.038,"LINESTRING (-2.5976037 51.4350953, -2.5974178 51.435195, -2.5973883 51.4352234, -2.5973481 51.4352744, -2.5973359 51.4353304, -2.5973207 51.4355791)",,,,
4426989,False,,Dickinsons Fields,residential,True,13.832999999999998,"LINESTRING (-2.5976037 51.4350953, -2.5977018 51.4350479, -2.5977618 51.4350194)",,,,
"[145816690, 419944375]",False,B3120,"['Saint Johns Lane', ""St John's Lane""]",secondary,True,142.915,"LINESTRING (-2.598071 51.4358822, -2.5982567 51.4360708, -2.5984912 51.436353, -2.5985839 51.436484, -2.598687 51.4366223, -2.5987208 51.4366781, -2.5988022 51.4367773, -2.5988224 51.4368019, -2.5989308 51.436898, -2.599062 51.4370045)",30 mph,,,
618669003,True,B3120,Saint Johns Lane,secondary,False,23.996000000000002,"LINESTRING (-2.598071 51.4358822, -2.5979007 51.4358207, -2.597764 51.4357832)",30 mph,,,
"[145816700, 145816701]",False,B3122,Bedminster Road,secondary,True,36.898,"LINESTRING (-2.5983459 51.4356357, -2.5984155 51.4356345, -2.598571 51.4356345, -2.5987932 51.4356317, -2.5988777 51.4356264)",30 mph,,,
194521735,True,B3122,Bedminster Road,secondary,False,28.154999999999998,"LINESTRING (-2.5983459 51.4356357, -2.5981756 51.4356556, -2.5981005 51.4356765, -2.5980369 51.4356958, -2.597971 51.435724)",30 mph,,,
4436645,True,B3122,,secondary,False,1.734,"LINESTRING (-2.597971 51.435724, -2.5979631 51.4357388)",30 mph,,roundabout,
100874701,False,,Clinton Road,residential,True,116.70100000000001,"LINESTRING (-2.6001717 51.4353046, -2.6002034 51.4353371, -2.6002523 51.4353839, -2.6002846 51.4354362, -2.6002745 51.4354968, -2.6001957 51.4357542, -2.6000284 51.4363213)",20 mph,,,
203792896,False,B3122,Bedminster Road,secondary,False,97.74799999999999,"LINESTRING (-2.6001717 51.4353046, -2.5999219 51.4354101, -2.5995896 51.4355155, -2.5993838 51.4355574, -2.5991857 51.4355945, -2.5988777 51.4356264)",30 mph,,,
203792896,False,B3122,Bedminster Road,secondary,True,40.480999999999995,"LINESTRING (-2.6001717 51.4353046, -2.600441 51.4351863, -2.6006246 51.4350764)",30 mph,,,
23695003,False,,Clyde Terrace,residential,True,86.086,"LINESTRING (-2.6032172 51.4405226, -2.6030704 51.4404255, -2.6023801 51.4399507)",,,,
578649348,False,A38,West Street,trunk,True,2.778,"LINESTRING (-2.6076967 51.4350669, -2.6077094 51.4350432)",20 mph,,,
578649345,True,A38,West Street,trunk,False,34.987,"LINESTRING (-2.6076967 51.4350669, -2.6076694 51.4351636, -2.6076475 51.4351928, -2.6076146 51.4352366, -2.6075975 51.4352546, -2.6075745 51.4352768, -2.607479 51.4353423)",20 mph,,,
"[1076039315, 23695014]",False,,Melville Terrace,residential,True,115.006,"LINESTRING (-2.6042005 51.4398087, -2.6047527 51.4402747, -2.604883 51.4403773, -2.6050588 51.4405405, -2.6051378 51.4406581)",20 mph,,,
486050090,False,,East Street,secondary,True,2.705,"LINESTRING (-2.6008378 51.4399388, -2.6008395 51.4399631)",20 mph,,,
486050092,True,,,secondary,False,35.55,"LINESTRING (-2.6008378 51.4399388, -2.6007597 51.439853, -2.6007465 51.4397881, -2.600757 51.4397134, -2.600839 51.439651)",20 mph,,,
202761583,False,A3029,Winterstoke Road,trunk,False,4.206,"LINESTRING (-2.6113592 51.4334432, -2.6113095 51.4334215)",,,,
202761583,False,A3029,Winterstoke Road,trunk,True,6.57,"LINESTRING (-2.6113592 51.4334432, -2.6114323 51.4334808)",,,,
154518416,False,,Luckwell Road,tertiary,True,127.494,"LINESTRING (-2.6113601 51.4336422, -2.6113584 51.4336531, -2.611345 51.4337422, -2.6111549 51.4347816)",20 mph,,,
558343479,True,,Luckwell Road,tertiary,False,22.287000000000003,"LINESTRING (-2.6113601 51.4336422, -2.6113477 51.4335937, -2.6113458 51.4335549, -2.6113451 51.4334909, -2.6113592 51.4334432)",20 mph,,,
154676296,False,A38,West Street,trunk,True,1.249,"LINESTRING (-2.6010012 51.4397338, -2.6010191 51.4397351)",20 mph,,,
"[154676296, 30216874]",False,A38,"['West Street', 'Sheene Road']",trunk,False,15.567,"LINESTRING (-2.6010012 51.4397338, -2.6009614 51.439731, -2.6009004 51.439713, -2.6008714 51.4396873, -2.600839 51.439651)",20 mph,,,
486050091,True,,,secondary,False,25.509,"LINESTRING (-2.6010012 51.4397338, -2.6009743 51.4397769, -2.6009228 51.4398415, -2.6008777 51.4399006, -2.6008378 51.4399388)",20 mph,,,
377204885,False,,Kingdom View,residential,False,20.973,"LINESTRING (-2.6080352 51.4355271, -2.6080052 51.4355581, -2.6078012 51.4354741)",,,,
377204885,False,,Kingdom View,residential,False,26.714,"LINESTRING (-2.6078012 51.4354741, -2.607479 51.4353423)",,,,
578649334,False,,Kingdom View,residential,True,6.945,"LINESTRING (-2.6078012 51.4354741, -2.6077462 51.4355263)",,,,
377204885,False,,Kingdom View,residential,True,20.973,"LINESTRING (-2.6078012 51.4354741, -2.6080052 51.4355581, -2.6080352 51.4355271)",,,,
578649334,False,,Kingdom View,residential,False,6.945,"LINESTRING (-2.6077462 51.4355263, -2.6078012 51.4354741)",,,,
154676296,False,A38,West Street,trunk,False,21.193,"LINESTRING (-2.6072876 51.4354375, -2.60727 51.4354497, -2.6070661 51.4355688)",20 mph,,,
578649342,True,A38,West Street,trunk,False,50.117,"LINESTRING (-2.6072876 51.4354375, -2.6073928 51.4353413, -2.6075059 51.4352505, -2.6075269 51.4352311, -2.6075439 51.435212, -2.6076051 51.4351418, -2.6076967 51.4350669)",20 mph,,,
611896389,False,,Malago Drive,residential,True,22.596,"LINESTRING (-2.6006296 51.4333558, -2.600609 51.4335586)",,,,
611896389,False,,Malago Drive,residential,False,22.596,"LINESTRING (-2.600609 51.4335586, -2.6006296 51.4333558)",,,,
611896394,False,,Malago Drive,residential,False,19.366,"LINESTRING (-2.600609 51.4335586, -2.6005688 51.4336352, -2.6005068 51.4336731, -2.6004506 51.4336912)",,,,
611896394,False,,Malago Drive,residential,True,55.242000000000004,"LINESTRING (-2.600609 51.4335586, -2.6009051 51.4335713, -2.6009636 51.4335935, -2.6009589 51.4336443, -2.6009334 51.4338619)",,,,
611896391,False,,Malago Drive,residential,True,12.346,"LINESTRING (-2.5994138 51.4347443, -2.5995895 51.4347261)",,,,
611896392,False,,Malago Drive,residential,True,24.566,"LINESTRING (-2.5994138 51.4347443, -2.5993401 51.4345282)",,,,
"[611896392, 611896387]",False,,Malago Drive,residential,False,33.223,"LINESTRING (-2.5994138 51.4347443, -2.5994436 51.4348512, -2.5995033 51.4350378)",,,,
611896391,False,,Malago Drive,residential,False,12.346,"LINESTRING (-2.5995895 51.4347261, -2.5994138 51.4347443)",,,,
"[611896392, 611896387]",False,,Malago Drive,residential,True,33.223,"LINESTRING (-2.5995033 51.4350378, -2.5994436 51.4348512, -2.5994138 51.4347443)",,,,
611896386,False,,Malago Drive,residential,False,77.179,"LINESTRING (-2.5988732 51.4345633, -2.5988403 51.4346223, -2.5987749 51.4347399, -2.5988658 51.4350057, -2.5988921 51.4351198, -2.5988921 51.4352399)",,,,
611896393,False,,Malago Drive,residential,True,32.952,"LINESTRING (-2.5988732 51.4345633, -2.5989588 51.4345736, -2.5993401 51.4345282)",,,,
611896394,False,,Malago Drive,residential,True,200.85399999999998,"LINESTRING (-2.5988732 51.4345633, -2.5993739 51.433549, -2.5994008 51.4334908, -2.5995273 51.4335122, -2.6004506 51.4336912)",,,,
611896392,False,,Malago Drive,residential,False,24.566,"LINESTRING (-2.5993401 51.4345282, -2.5994138 51.4347443)",,,,
611896393,False,,Malago Drive,residential,False,32.952,"LINESTRING (-2.5993401 51.4345282, -2.5989588 51.4345736, -2.5988732 51.4345633)",,,,
611896393,False,,Malago Drive,residential,True,68.458,"LINESTRING (-2.5993401 51.4345282, -2.5995788 51.4344928, -2.5998239 51.4345233, -2.6002905 51.4346211)",,,,
611896393,False,,Malago Drive,residential,False,68.458,"LINESTRING (-2.6002905 51.4346211, -2.5998239 51.4345233, -2.5995788 51.4344928, -2.5993401 51.4345282)",,,,
611896395,False,,Malago Drive,residential,False,49.783,"LINESTRING (-2.6002905 51.4346211, -2.600399 51.4344292, -2.6004177 51.4343371, -2.6004303 51.4341859)",,,,
611896395,False,,Malago Drive,residential,True,60.272000000000006,"LINESTRING (-2.6002905 51.4346211, -2.6002657 51.4346523, -2.6002715 51.4347626, -2.600301 51.4348556, -2.6003314 51.4348977, -2.6003819 51.4349349, -2.6006246 51.4350764)",,,,
611896386,False,,Malago Drive,residential,True,77.179,"LINESTRING (-2.5988921 51.4352399, -2.5988921 51.4351198, -2.5988658 51.4350057, -2.5987749 51.4347399, -2.5988403 51.4346223, -2.5988732 51.4345633)",,,,
611896395,False,,Malago Drive,residential,True,49.471,"LINESTRING (-2.6004506 51.4336912, -2.6004241 51.4341358)",,,,
611896394,False,,Malago Drive,residential,False,200.85399999999998,"LINESTRING (-2.6004506 51.4336912, -2.5995273 51.4335122, -2.5994008 51.4334908, -2.5993739 51.433549, -2.5988732 51.4345633)",,,,
611896394,False,,Malago Drive,residential,True,19.366,"LINESTRING (-2.6004506 51.4336912, -2.6005068 51.4336731, -2.6005688 51.4336352, -2.600609 51.4335586)",,,,
611896583,False,,Malago Drive,residential,True,30.778,"LINESTRING (-2.5999806 51.4341227, -2.6004241 51.4341358)",,,,
611896584,False,,Malago Drive,residential,False,10.59,"LINESTRING (-2.5999806 51.4341227, -2.5999677 51.4342176)",,,,
611896584,False,,Malago Drive,residential,True,11.919,"LINESTRING (-2.5999806 51.4341227, -2.6000027 51.4340164)",,,,
611896395,False,,Malago Drive,residential,False,49.471,"LINESTRING (-2.6004241 51.4341358, -2.6004506 51.4336912)",,,,
611896395,False,,Malago Drive,residential,True,5.587,"LINESTRING (-2.6004241 51.4341358, -2.6004303 51.4341859)",,,,
611896583,False,,Malago Drive,residential,False,30.778,"LINESTRING (-2.6004241 51.4341358, -2.5999806 51.4341227)",,,,
611896584,False,,Malago Drive,residential,True,10.59,"LINESTRING (-2.5999677 51.4342176, -2.5999806 51.4341227)",,,,
611896584,False,,Malago Drive,residential,False,11.919,"LINESTRING (-2.6000027 51.4340164, -2.5999806 51.4341227)",,,,
618669052,False,,Sheene Way,unclassified,True,15.63,"LINESTRING (-2.6010856 51.4377204, -2.6013034 51.437684)",30 mph,,,
107437539,False,,Sheene Way,unclassified,True,21.212,"LINESTRING (-2.6013034 51.437684, -2.6013812 51.4378685)",30 mph,,,
618669052,False,,Sheene Way,unclassified,False,15.63,"LINESTRING (-2.6013034 51.437684, -2.6010856 51.4377204)",30 mph,,,
